Unnamed: 0,text_1,score
1206,regulasi sampah plastik,negatif
1207,sampah mudah masyarakat,positif
1208,sampah mudah masyarakat,positif
1209,sampah plastik kelola,negatif
1210,tingkat kelola sampah kota,negatif
1211,proses angkut sampah lambat bikin bau sedap,positif
1212,sampah orang buang sampah sembarang,negatif
1213,harap kelola sampah,negatif
1214,tingkat kelola sampah kota,negatif
1215,tumpu sampah angkut bermingguminggu,netral
1216,kampanye kelola sampah bagus masyarakat,positif
1217,kampanye kelola sampah bagus masyarakat,positif
1218,kampanye kelola sampah bagus masyarakat,positif
1219,tumpu sampah angkut bermingguminggu,netral
1220,regulasi sampah plastik,negatif
1221,harap kelola sampah,negatif
1222,tumpu sampah angkut bermingguminggu,netral
1223,proses angkut sampah lambat bikin bau sedap,positif
1224,sadar masyarakat rendah buang sampah sembarang,positif
1225,harap kelola sampah,negatif
1226,sampah plastik hasil,negatif
1227,sampah sungai tindak nyata,negatif
1228,sampah plastik kelola,negatif
1229,kelola sampah makassar tingkat,negatif
1230,sampah sungai tindak nyata,negatif
1231,perintah serius tangan sampah kota,negatif
1232,sampah plastik hasil,negatif
1233,harap kelola sampah,negatif
1234,harap kelola sampah,negatif
1235,program kelola sampah makassar bagus bantu,positif
1236,bank sampah dorong jaga lingkung,negatif
1237,sampah orang buang sampah sembarang,negatif
1238,sampah orang buang sampah sembarang,negatif
1239,harap kelola sampah,negatif
1240,regulasi sampah plastik,negatif
1241,kerjasama warga bersih lingkung kuat,positif
1242,sadar masyarakat rendah buang sampah sembarang,positif
1243,moga perintah konsisten kelola sampah kota,positif
1244,sadar masyarakat sampah sosialisasi,positif
1245,kerjasama warga bersih lingkung kuat,positif
1246,sampah mudah masyarakat,positif
1247,program edukasi daur ulang masyarakat,netral
1248,sampah sera pinggir jalan ganggu,netral
1249,sampah orang buang sampah sembarang,negatif
1250,sampah sungai tindak nyata,negatif
1251,program kelola sampah efektif,positif
1252,sampah orang buang sampah sembarang,negatif
1253,sosialisasi daur ulang sampah tingkat,negatif
1254,moga tingkat fasilitas kelola sampah lingkung,negatif
1255,moga tingkat fasilitas kelola sampah lingkung,negatif
1256,sadar masyarakat sampah sosialisasi,positif
1257,program kelola sampah efektif,positif
1258,kelola sampah makassar tingkat,negatif
1259,harap kelola sampah,negatif
1260,sampah plastik hasil,negatif
1261,ubah kelola sampah,negatif
1262,moga perintah konsisten kelola sampah kota,positif
1263,sampah sera pinggir jalan ganggu,netral
1264,proses angkut sampah lambat bikin bau sedap,positif
1265,sampah orang buang sampah sembarang,negatif
1266,sampah plastik dominasi solusi efektif,positif
1267,sadar masyarakat rendah buang sampah sembarang,positif
1268,kampanye kelola sampah bagus masyarakat,positif
1269,sampah sungai tindak nyata,negatif
1270,program edukasi sampah plastik manfaat,negatif
1271,ubah kelola sampah,negatif
1272,sampah sungai tindak nyata,negatif
1273,regulasi sampah plastik,negatif
1274,sampah sera pinggir jalan ganggu,netral
1275,senang bank sampah lingkung,positif
1276,moga tingkat fasilitas kelola sampah lingkung,negatif
1277,bank sampah langkah edukasi,positif
1278,sadar masyarakat rendah buang sampah sembarang,positif
1279,perintah serius tangan sampah kota,negatif
1280,program lingkung wilayah,netral
1281,sadar masyarakat rendah buang sampah sembarang,positif
1282,senang bank sampah lingkung,positif
1283,sampah plastik dominasi solusi efektif,positif
1284,sadar masyarakat sampah sosialisasi,positif
1285,sampah plastik kelola,negatif
1286,senang bank sampah lingkung,positif
1287,senang bank sampah lingkung,positif
1288,sadar masyarakat sampah sosialisasi,positif
1289,bank sampah langkah edukasi,positif
1290,program edukasi daur ulang masyarakat,netral
1291,bank sampah langkah edukasi,positif
1292,program edukasi sampah plastik manfaat,negatif
1293,harap kelola sampah,negatif
1294,tumpu sampah angkut bermingguminggu,netral
1295,sadar masyarakat sampah sosialisasi,positif
1296,sampah plastik dominasi solusi efektif,positif
1297,program edukasi daur ulang masyarakat,netral
1298,bank sampah langkah edukasi,positif
1299,program edukasi sampah plastik manfaat,negatif
1300,program edukasi sampah plastik manfaat,negatif
1301,sadar masyarakat rendah buang sampah sembarang,positif
1302,harap kelola sampah,negatif
1303,program kelola sampah makassar bagus bantu,positif
1304,program kelola sampah makassar bagus bantu,positif
1305,moga tingkat fasilitas kelola sampah lingkung,negatif
1306,program edukasi daur ulang masyarakat,netral
1307,program edukasi daur ulang masyarakat,netral
1308,moga perintah konsisten kelola sampah kota,positif
1309,sadar masyarakat sampah sosialisasi,positif
1310,sosialisasi daur ulang sampah tingkat,negatif
1311,perintah serius tangan sampah kota,negatif
1312,senang bank sampah lingkung,positif
1313,sadar masyarakat rendah buang sampah sembarang,positif
1314,program edukasi sampah plastik manfaat,negatif
1315,moga tingkat fasilitas kelola sampah lingkung,negatif
1316,sampah plastik hasil,negatif
1317,sampah plastik hasil,negatif
1318,harap kelola sampah,negatif
1319,moga perintah konsisten kelola sampah kota,positif
1320,harap kelola sampah,negatif
1321,senang bank sampah lingkung,positif
1322,sampah sera pinggir jalan ganggu,netral
1323,proses angkut sampah lambat bikin bau sedap,positif
1324,tingkat kelola sampah kota,negatif
1325,ubah kelola sampah,negatif
1326,sosialisasi daur ulang sampah tingkat,negatif
1327,ubah kelola sampah,negatif
1328,sampah plastik hasil,negatif
1329,sampah sera pinggir jalan ganggu,netral
1330,kampanye kelola sampah bagus masyarakat,positif
1331,program edukasi daur ulang masyarakat,netral
1332,bank sampah langkah edukasi,positif
1333,moga tingkat fasilitas kelola sampah lingkung,negatif
1334,tingkat kelola sampah kota,negatif
1335,moga tingkat fasilitas kelola sampah lingkung,negatif
1336,senang bank sampah lingkung,positif
1337,program kelola sampah makassar bagus bantu,positif
1338,sampah orang buang sampah sembarang,negatif
1339,harap kelola sampah,negatif
1340,regulasi sampah plastik,negatif
1341,proses angkut sampah lambat bikin bau sedap,positif
1342,proses angkut sampah lambat bikin bau sedap,positif
1343,proses angkut sampah lambat bikin bau sedap,positif
1344,kerjasama warga bersih lingkung kuat,positif
1345,moga perintah konsisten kelola sampah kota,positif
1346,program kelola sampah efektif,positif
1347,program kelola sampah efektif,positif
1348,kerjasama warga bersih lingkung kuat,positif
1349,sampah mudah masyarakat,positif
1350,sampah makassar prihatin pasar selo kanal masyarakat peduli dampak buang sampah perintah peduli lingkung kota makassar bersih sampah,positif
1351,moga perintah konsisten kelola sampah kota,positif
1352,moga tingkat fasilitas kelola sampah lingkung,negatif
1353,sosialisasi daur ulang sampah tingkat,negatif
1354,program kelola sampah efektif,positif
1355,proses angkut sampah lambat bikin bau sedap,positif
1356,sampah sungai tindak nyata,negatif
1357,kerjasama warga bersih lingkung kuat,positif
1358,sampah sera pinggir jalan ganggu,netral
1359,bank sampah langkah edukasi,positif
1360,perintah serius tangan sampah kota,negatif
1361,sadar masyarakat sampah sosialisasi,positif
1362,bank sampah dorong jaga lingkung,negatif
1363,program kelola sampah makassar bagus bantu,positif
1364,program edukasi sampah plastik manfaat,negatif
1365,program edukasi sampah plastik manfaat,negatif
1366,bank sampah langkah edukasi,positif
1367,regulasi sampah plastik,negatif
1368,tumpu sampah angkut bermingguminggu,netral
1369,sampah plastik dominasi solusi efektif,positif
1370,sampah plastik dominasi solusi efektif,positif
1371,sadar masyarakat sampah sosialisasi,positif
1372,tumpu sampah angkut bermingguminggu,netral
1373,sampah sera pinggir jalan ganggu,netral
1374,perintah serius tangan sampah kota,negatif
1375,sampah orang buang sampah sembarang,negatif
1376,program lingkung wilayah,netral
1377,sadar masyarakat rendah buang sampah sembarang,positif
1378,sosialisasi daur ulang sampah tingkat,negatif
1379,bank sampah langkah edukasi,positif
1380,moga perintah konsisten kelola sampah kota,positif
1381,proses angkut sampah lambat bikin bau sedap,positif
1382,moga tingkat fasilitas kelola sampah lingkung,negatif
1383,moga tingkat fasilitas kelola sampah lingkung,negatif
1384,program kelola sampah makassar bagus bantu,positif
1385,bank sampah dorong jaga lingkung,negatif
1386,regulasi sampah plastik,negatif
1387,ubah kelola sampah,negatif
1388,senang bank sampah lingkung,positif
1389,senang bank sampah lingkung,positif
1390,proses angkut sampah lambat bikin bau sedap,positif
1391,kerjasama warga bersih lingkung kuat,positif
1392,bank sampah dorong jaga lingkung,negatif
1393,kampanye kelola sampah bagus masyarakat,positif
1394,kampanye kelola sampah bagus masyarakat,positif
1395,sampah sungai tindak nyata,negatif
1396,proses angkut sampah lambat bikin bau sedap,positif
1397,tumpu sampah angkut bermingguminggu,netral
1398,kampanye kelola sampah bagus masyarakat,positif
1399,harap kelola sampah,negatif
1400,program edukasi sampah plastik manfaat,negatif
1401,harap kelola sampah,negatif
1402,sosialisasi daur ulang sampah tingkat,negatif
1403,sampah plastik hasil,negatif
1404,harap kelola sampah,negatif
1405,tingkat kelola sampah kota,negatif
1406,moga tingkat fasilitas kelola sampah lingkung,negatif
1407,senang bank sampah lingkung,positif
1408,bank sampah langkah edukasi,positif
1409,program lingkung wilayah,netral
1410,sadar masyarakat sampah sosialisasi,positif
1411,sadar masyarakat sampah sosialisasi,positif
1412,ubah kelola sampah,negatif
1413,sadar masyarakat sampah sosialisasi,positif
1414,kerjasama warga bersih lingkung kuat,positif
1415,perintah serius tangan sampah kota,negatif
1416,kerjasama warga bersih lingkung kuat pandu ketua,positif
1417,program kelola sampah efektif,positif
1418,program edukasi sampah plastik manfaat,negatif
1419,sampah mudah masyarakat,positif
1420,kampanye kelola sampah bagus masyarakat,positif
1421,program lingkung wilayah,netral
1422,program lingkung wilayah,netral
1423,perintah serius tangan sampah kota,negatif
1424,sadar masyarakat rendah buang sampah sembarang,positif
1425,sadar masyarakat rendah buang sampah sembarang,positif
1426,ubah kelola sampah,negatif
1427,kerjasama warga bersih lingkung kuat,positif
1428,program edukasi daur ulang masyarakat,netral
1429,regulasi sampah plastik,negatif
1430,harap kelola sampah,negatif
1431,proses angkut sampah lambat bikin bau sedap,positif
1432,sampah plastik dominasi solusi efektif,positif
1433,sampah sungai tindak nyata,negatif
1434,moga tingkat fasilitas kelola sampah lingkung,negatif
1435,regulasi sampah plastik,negatif
1436,sampah sungai tindak nyata,negatif
1437,tumpu sampah angkut bermingguminggu,netral
1438,tumpu sampah angkut bermingguminggu,netral
1439,kelola sampah makassar tingkat,negatif
1440,sosialisasi daur ulang sampah tingkat,negatif
1441,bank sampah dorong jaga lingkung,negatif
1442,sosialisasi daur ulang sampah tingkat,negatif
1443,moga perintah konsisten kelola sampah kota,positif
1444,program edukasi sampah plastik manfaat,negatif
1445,program edukasi daur ulang masyarakat,netral
1446,program lingkung wilayah,netral
1447,kelola sampah makassar tingkat,negatif
1448,sadar masyarakat sampah sosialisasi,positif
1449,program edukasi daur ulang masyarakat,netral
1450,sampah pasar sampah tumpuk bau,netral
1451,senang bank sampah bantu sampah plastik,positif
1452,bersih warga buang sampah sembarang,positif
1453,sampah kanal bau bersih,positif
1454,jaga bersih makassar nyaman,positif
1455,lihat sampah jalan sampah,netral
1456,program makassar rantasa bagus jaga bersih kota,positif
1457,moga perintah sampah area ramai,positif
1458,sampah warga buang sembarang,positif
1459,makassar bersih senang lihat ubah positif,positif
1460,sampah pinggir jalan angkut bikin nyaman,netral
1461,program bersih lingkung bagus sadar bersih,positif
1462,sampah plastik sera pantai bikin pandang buruk,negatif
1463,bagus edukasi bersih anak sekolah moga generasi peduli,positif
1464,warga buang sampah sembarang area pasar,netral
1465,perintah masyarakat makassar bebas sampah,positif
1466,fasilitas sampah wisata unjung disiplin,negatif
1467,malam sampah jalan tugas patroli bersih,netral
1468,program bank sampah efektif sosialisasi,positif
1469,program bank sampah efektif sosialisasi,positif
1470,salut rawan bersihbersih pantai keren,positif
1471,lihat orang buang sampah kendara sampah,netral
1472,perintah program efektif biar masyarakat sadar bersih,positif
1473,makassar bersih moga,positif
1474,tugas bersih lihat ubah titik kota,netral
1475,program bersih efek,positif
1476,sedih lihat sampah alir sungai banjir cegah,negatif
1477,senang bank sampah limbah plastik lingkung,positif
1478,wisata nyaman tim bersih rutin bersih,positif
1479,salut anak muda makassar aksi bersihbersih pantai moga inspirasi,positif
1480,rumah bank sampah buang sampah sembarang,netral
1481,keren banget mural sampah kota bikin orang sadar buang sampah,positif
1482,perintah denda buang sampah sembarang biar efek jera,positif
1483,aplikasi lapor sampah liar teknologi banget bantu bersih kota,positif
1484,sampah plastik atur kantong plastik pakai,negatif
1485,acara edukasi lingkung sekolah moga anak peduli sampah,negatif
1486,sedih lihat kanal penuh sampah hujan sampah,negatif
1487,nyaman sampah kadang susah cari sampah,positif
1488,kesal lihat orang buang sampah sembarang jalan sampah,negatif
1489,bank sampah bantu warga hasil jual sampah plastik,negatif
1490,bagus kelola limbah organik pupuk sampah manfaat,positif
1491,sampah plastik pasar tradisional banget moga solusi biar bersih,positif
1492,jumpa sampah pinggir jalan malam,netral
1493,lomba kampung bersih biar warga semangat jaga lingkung,positif
1494,sampah tumpuk rumah lapor tindak perintah,netral
1495,keren lihat kampanye makassarbebassampah media sosial moga gera warga,positif
1496,bau sampah pasar ganggu musim panas butuh angkut rutin,netral
1497,sampah plastik moga solusi,negatif
1498,moga pasar bersih program kelola sampah,positif
1499,upaya mitigasi ubah iklim iip bumn lembaga klikhijau sosialisasi olah sampah bas warga makassar bnetwork httpstcoltnfdlwjur,negatif
1500,sosialisasi olah sampah bas warga ikat istri pimpin bumn lembaga klikhijau makassar popijarotsetyawan iipbumn klikhijau makassar httpstcokkfuuvz,negatif
1501,rangkai giat usaid cleancitiesblueocean pagi pakjeff unjung fasilitas olah sampah plastik preventoplastic indonesia popi makassar usaidccbo pemkotmakassar usembassyjkt uscongensby wastechange httpstcovjbylyd,negatif
1502,moga allah swt mudah lancar bangun olah sampah energi listrik psel kawasan industri makassar kima rencana groundbreaking juli insya allah rencana operasi amin,positif
1503,wali kota makassar moh ramdhan pomanto kawasan hijau kota makassar groundbreaking proyek olah sampah energi listrik psel fungsi httpstcoduk,negatif
1504,dinas lingkung hidup kota makassar benah normalisasi proses salur sampah olah limbah tpa tamangapa kota makassar httpstcoqcnquss,negatif
1505,tim nilai lomba jakarta gotong royong lingkung asri kota lestari selasa tinjau sistem olah sampah rw lurah cipinang melayu cipmel makassar jakarta timur bacadibj beritajakarta dkijakarta jaki welovejakarta httpstcoaktfwbkn,positif
1506,bincang circular economy makassar sorot olah sampah plastik httpstcomwhkjq,negatif
1507,surat perintah lidi nomor printapfl tanggal okt kejar makassar raib dana proyek tanah utk industri olah sampah daerah temu seleweng httpstco,negatif
1508,indocement menandatangani mou studi sedia bahan bakar alternatif hasil olah sampah pt limbung limbah perkasa anggota apsi tanggal september kota makassar httpstcoyufzpnbe,negatif
1509,untung buntung proyek listrik sampah kota makassar proyek olah sampah energi listrik psel kota makassar sendat akibat kisruh warga versus perintah makassar walikotamakassar dprdmakassar kotamakassar httpstcovrktslfv,negatif
1510,ribut rapat dengar rdp ruang badan anggar dprd makassar bahas lokasi proyek olah sampah energi listrik psel makassar pantau picu warga tolak lokasi psel tamalanrea httpstcofgsetava,negatif
1511,brantas abipraya bangun olah sampah padu tpst ikn bangun lahan luas hektare bangun tpst kawasan inti pusat perintah kipp ikn camat paku abiprayabanguntpstdiikn httpstcouhcuigeh,negatif
1512,halo teman sampah daerah gowa makassar kabar nih bangun fasilitas olah sampah perintah kabupaten gowa kolaborasi asosiasi usaha sampah indonesia pt limbung limbah perkasa,negatif
1513,halo teman sampah daerah gowa makassar kabar nih bangun fasilitas olah sampah perintah kabupaten gowa kolaborasi asosiasi usaha sampah indonesia pt limbung limbah perkasa,negatif
1514,terbang makassar bal sriwijayaair kamis mei departure time jam dinihari wita rencana presentasi bupati jajar jajak kerjasama olah sampah tpa pabentengan kabupaten gowa sulawesi selatan httpstcouzddno,positif
1515,dimasprakosocom dimasprakosooo supirpete tabe followers ta info olah sampah fashion makassar,netral
1516,usaid tawar kerja olah sampah kota makassar httpstcoihqihtlauw,negatif
1517,usaid tawar kerja olah sampah makassar httpstcocfyehtgnuv,negatif
1518,usaid tawar kerja olah sampah kota makassar httpstcobjkplclyg,negatif
1519,tabe teman titip kontak masyarakat mkssr daya olah sampah mslhji anak masyarakat dll kontak ndppji klo dar akun sosmed butuh bgtka mitra lomba pkm terima kasih cont,negatif
1520,pemkab pangkep guru olah sampah pemkotmakassar httpstcoamnwboq,negatif
1521,infomks kenal investor minat dana industri olah sampah makassar,positif
1522,olah sampah tpa antang olah terap sistem buka dumping sistem sampah buang buang laku,negatif
1523,coba aja tinggal makassar jateng trotoar sampah kalo jalan langsung serempet motor jgn bacot norak,netral
1524,coba aja tinggal trotoar sampah jateng makassar bacot orang jalan kaki alah tipikal orang jakarta tau daerah jakarta,negatif
1525,muncul kota makassar infrastruktur dulunya perhati kondisi jalan bangkala anak paksa jalan rusak pergi sekolah kasihan sampah sera httpstcojlzssmbh,negatif
1526,sampah kompleks indonesia dorong rsud daya kota makassar hadir inovasi httpstcouhhhnihs,negatif
1527,moga mariki jalan harap ta jaga asa ta dukung adam iur sampah berat warga makassar wattunnamisampahgratis,negatif
1528,kuttab alfatih makassar resmi luncur bank sampah dukung lingkung lengkap httpstcoegfbcma httpstcokbgpckt,negatif
1529,aniesbaswedan lihat fasilitas publik gowa lumayan bagus rapih bersih makassar maros kantor mpp mislanya apart of that sampah jalan rapih fasum banget perhati,positif
1530,jiromb profonlineid beo kerdil orang sulsel hidup pindah daerah sulsel tau persis logat bicara bugis makassar mandar toraja luwuk tau beda bugis selatan vs utara logtnya meanwhile loe masuk tong sampah mute ya bye karamba kareba,positif
1531,mari jaga laut lingkung sampah plastik tindak selamat hidup bumi cipta ubah ayo ajak orang peduli httpstcouaaihiuvc,negatif
1532,kolaborasi iaeb unismuh uin alauddin uiad gelar abdi internasional bank sampah makassar httpstcombcysnaov,negatif
1533,rabu sept kerja sosial dinas sosial prov sulsel giat fdg meta kerja anak rantai pasok sampah plastik kota makassar selenggara jaring tanggulang kerja anak indonesia bekerjasama lembaga lindung anak indonesia httpstcosditnsdyuf,negatif
1534,ballatta rong program kolaboratif lindung anak makassar papar sampah elektronik httpstcokfcnmepaqq nusantara adadikompas,negatif
1535,ballatta rong program kolaboratif lindung anak makassar papar sampah elektronik httpstcoitino nusantara adadikompas,negatif
1536,ballatta rong program kolaboratif lindung anak makassar papar sampah elektronik httpstcoe nusantara adadikompas,negatif
1537,kamis rachmady luhkan makassar bid budidaya dp kota makassar diskusi rencana sosialisasi kelola sampah plastik kawasan budidaya ikan sistem kja hasil nilai kelas klp kota makassar brpbapmaros pusluhbppsdm giatluhkansatminkalmaros luhlapor httpstcohrmdktaud,negatif
1538,wewenang makassar atur denda puluh juta suka bakarbakar sampah supirpete,positif
1539,warga heboh temu bayi perempuan kantong plastik buang sampah jalan metro tanjung bunga camat tamalate kota makassar httpstcovvovtms,positif
1540,makassar agustus upaya tingkat kelola sampah sulawesi selatan laksana rapat pra pantau adipura gelar dinas lingkung hidup hutan provinsi sulsel httpstcogwvefvmbp,negatif
1541,brandalbaru pikir aksi jogja semarang makassar surabaya jakarta anies kampung juang indonesia biar sampah negara,positif
1542,kampung bersih nusantara lurah pannampu bersih sampah liar pusat edukasi lingkung hijau infrastrukturcepat nusantaralnfrastructure tollroad jalantol tollayang jalantolmakassar tolmakassar makassar sulawesiselatan,negatif
1543,warga makassar kejut temu mayat bayi perempuan bungkus plastik sampah polisi selidik identitas orang tua bayi via detiksulsel httpstcogpbvlebcy,negatif
1544,warga heboh temu bayi perempuan kantong plastik buang buang sampah jalan metro tanjung bunga camat tamalate kota makassar httpstcoayrk,positif
1545,warga heboh temu bayi perempuan kantong plastik buang buang sampah jalan metro tanjung bunga camat tamalate kota makassar httpstcoayrk,positif
1546,tomahawkriders data source bbc fakta peran orang arab dlm juang merdeka negeri paman tolol nama jalan makassar anggota lvri miris oknum sampah hidup minim capai,negatif
1547,personil babinsa koramil batang kodim jeneponto mahasiswa kkn megarezky makassar warga masyarakat laksana giat gotong royong bersih sampah pesisir pantai rabu httpstcodtoahswo,positif
1548,ketua dpc pdi juang makassar pimpin gera operasi bersih sampah lurah masale panakkukang httpstcofnonaabr pdiperjuangan,netral
1549,rangka jaga bersih lingkung babinsa koramil kramatjati warga laksana kerja bakti bersih sampah permata lurah kebon pala camat makassar jakarta timur tniadmengabdidanmembangunbersamarakyat httpstcoa,positif
1550,pandang drainase padat sampah boulevard samping royal apartemen kontainer makassar recover makassar kotamakassar httpstcomvwzsqmmkb,negatif
1551,upaya mitigasi ubah iklim iip bumn lembaga klikhijau sosialisasi olah sampah bas warga makassar bnetwork httpstcoltnfdlwjur,negatif
1552,sosialisasi olah sampah bas warga ikat istri pimpin bumn lembaga klikhijau makassar popijarotsetyawan iipbumn klikhijau makassar httpstcokkfuuvz,negatif
1553,mustafa hamaspesek hidup sampah adab berani gilir imbang kaing poso amp ambon makassar gak modal sepeda motor jiwa vs pintu pagar,netral
1554,riah iip bumn gandeng klikhijau gelar event edukasi sampah makassar giat suluh lingkung gera kelola sampah bas warga upaya mitigasi ubah iklim httpstcouggfaocj makassar iipbumn klikhijau edukasisampah,negatif
1555,sutisnamuh spektrum damai asbun loe angin hujan coba bomb gereja kathedral makassar gagal maning modal dunia fana aja gak cuy pagar vs motorjiwabombkostumbiaya makam sampah,negatif
1556,pemkot makassar pbb jajak kerjasama sampah elektronik didik wali kota makassar moh ramdhan pomanto jajak kerjasama sampah didik kota makassar httpstconivpjysvn makassar pemkotmakassar sampahelektronik pemkotmakassarpbb,negatif
1557,keren beli sayur bayar pakai sampah cokonuri makassar idenesiatoday uang satusatunya alat bayar bukti yani troy kelola bank sampah ketua kelompok tani makassar jual sayur httpstcoqngqzlbe,positif
1558,rabu bidang kendali lingkung hidup dlhk prov sulsel salah tim pokja pkp prov sulsel giat fgd strategi platform kelola sampah nasional regional timur hotel four points by sheraton makassar httpstcogcjp,negatif
1559,selasa bidang kendali lingkung hidup dlhk prov sulawesi selatan audensi kunjung lapang kelola sampah tpa tamangapa milion limbah makassar rangkain giat fgd platform kelola sampah nasional regional timur httpstcoytyaanqgnk,negatif
1560,upaya sampah makassar butuh gera hasil signifikan httpstco nusantara kompas,positif
1561,she told me kau minum anti depressant praktek jumat buka panic atk an gabung kau bipolar kasih tenang buang sampah pikir beliau chindo makassar that accent nya unique,positif
1562,pln uip sulawesi kolaborasi yayasan konservasi laut ykl indonesia kolaborator laksana aksi bersih olah sampah pantai layar putih kota makassar rabu juni yklindonesia plnpeduli uipsulawesi harilingkunganhidupsedunia wordenvironmentday httpstcofnr,positif
1563,upaya makassar kota ramah lingkung motor sampah listrik panel surya sekolah kota makassar gerak maju wujud visi kota ramah lingkung httpstcobvdkrsch makassar walikotamakassar panelsurya kotaramahlingkungan,positif
1564,koramilsuppa kodim pinrang polairud staf lurah mahasiswa kkn universitas negeri makassar warga laksana kerja bakti bersih sampahsampah sera pantai lowita desa wiringtasi kecsuppa kabpinrang provsulsel senin httpstcoygyyghqgsn,positif
1565,dasar kelola sampah tanggung tunai tanggung hidup zero waste terap reduce reuse amp recycle wujud zero waste lingkung sebar orang httpstcofvdmesdj,negatif
1566,unmagnetism pindah jakarta makassar tegur akamsi naroh plastik sampah rumah katain songong belagupen ajak ribut,netral
1567,pt pln persero unit induk bangun uip sulawesi yayasan konservasi laut ykl indonesia kolaborator laksana aksi bersih olah sampah pantai layar putih kota makassar rabu juni httpstcog,positif
1568,momen lingkung hidup dunia yayasan konservasi laut indonesia ykli bekerjasama pln uip sulawesi aksi bersih pantai ambil sampah plastik pantai layar putih makassar sulawesi selatan rabu httpstcobeyqvunsna,positif
1569,karyawan pln uip sulawesi ambil sampah aksi bersih pantai pantai layar putih makassar rabu juni pln pedulilingkungan httpstcoyd,positif
1570,senin andi parida luhkan makassar balai temu raja tallo damping istri nelayan dlm rangka bimbing teknis ll gnbcl demcar ecoenzym poc sampah buah sayur kenal ikan lindung nelayan luhlapor giatluh httpstcorsvunlfrm,negatif
1571,tim bkp fakultas psikologi unm gelar psikoedukasi pilah sampah siswa sd tim bkp bentuk giat ajar fakultas psikologi universitas negeri makassar unm yayasan eco natural society httpstcodzihovcwka kampus psikologiunm fakultaspsikologiunm,positif
1572,sekretaris daerah sekda kota makassar firman pagarra pimpin rapat bangun proyek bangun kelola sampah energi listrik psel bangun tamalanrea psel makassar httpstcocwhkwotor,negatif
1573,proyek bangun kelola sampah energi listrik psel makassar sulawesi selatan sulsel nasib terkatungkatung makassar sampah baca lengkap httpstcohlnnidana,positif
1574,jasad balita perempuan temu kawasan tpa antang makassar sabtu temu badan korban timbun sampah httpstcovjywvyesr,negatif
1575,mayat anak perempuan temu tumpu sampah tpa makassar httpstcoltge,netral
1576,kamis sitti nursyamsyi luhkan makassar bersih pantai pesisir keltallo bintek gernas bcl rubah sampah rupiah keltallo kectallo luhlapor giatluhkansatminkalmaros brpbapmaros pusluhkp httpstcosp,positif
1577,salah ikon wisata makassar cantik sayang area legolego laut nya sampah httpstcobhl,positif
1578,jalanjalan mcn singgah booth honda refill air water station ayo sampah plastik lupa bawa water bottle tumblr kunjung honda makassar culinary night yaaak mei fort rotterdam makassar httpstcobbswdj,negatif
1579,dukung ekonomi biru bppmhkp makassar hadir sosialisasi gera nasional cinta laut bcl sampah laut salah lingkung hadap negara dunia indonesia sampah laut indonesia httpstcoylczunjsf,netral
1580,sih selokan sampah tumpuk jalan koramil bontoala antisipasi sakit timbul httpstcolzqqpclzp,negatif
1581,urrangawak sampah keranjang masuk bui terkahir sampah makassar susul sampah yogya sampah institusi prastow susul,negatif
1582,published on youtube rosmini hadir inovasi bank sampah longwis kec rappocini httpstcotlrkp,negatif
1583,sampah plastik sera rumahrumah panggung kampung makassar kota ternate httpstcojqfrzscny,negatif
1584,ironis kota makassar raih adipura sampah sera pinggir jalan httpstcozuqvgzoo,positif
1585,ironis kota makassar raih adipura sampah sera pinggir jalan httpstcotufe,positif
1586,ri as kerjasama sampah semarang makassar ambon httpstcojcdprbgr,negatif
1587,sampah tumpuk rumah villa mutiara httpstcod,netral
1588,semarang kota semarang pilih daerah contoh kelola sampah kota indonesia kota ambon makassar usaid program clean cities blue ocean ccbo jalan kapasitas aspek kelola sampah,negatif
1589,bersamasama cegah bocor miliar botol plastik lingkung juta orang manfaat tingkat program layan kelola sampah semarang makassar ambon usaid cleancitiesblueocean httpstcokhhokanf,negatif
1590,main makassar kaya main jakarta suasana rumah kumuh sampah dimanamana emis tukang parkir gak pikir bayar heran pemda nya gak tertib gimanapun kota ya kota sisi gelap,positif
1591,olah sampah organik rumah gak ujung tpa mitos putar sampah organik laku httpstcopickrj,negatif
1592,sampah koran baran jl opu daeng risadju makassar sulawesi selatan rabu pagi video kirim masyarakat sampah koran baran samping jalan video ari muhammad fadhil harirayaidulfitri lebaran httpstcodwdqifnb,netral
1593,bank sampah al bury milik anggota jual metrik ton barang daur ulang kardus pet preventoplastic indonesia makassar usaid cleancitiesblueocean earthday planetvsplastics httpstcohdnyfgpgwe,negatif
1594,jorok tumpu sampah jalan ishak iskandar jeneponto keluh warga httpstcocuaqutls,negatif
1595,my jaring makassar hilang jaring muncul kuota lokal paket hilang cek jual paket tulis kuota lokal medan sampah operator,netral
1596,my operator sampah pesan balas bot njing jaring makassar hilang woiii,negatif
1597,danny sorot iur sampah mal makassar rp juta httpstcoybpbzccn,negatif
1598,tanyarlfes singapore nyaman tinggal negara bersih banget banget banget poin plus banget orang lihat sampah beda makan aja sih lidah indonesia makassar,positif
1599,selamat kapolrestabes makassar kunjung bayi temu sampah httpstcouhj,positif
1600,koordinasi identifikasi calon lokasi kelompok nelayan mitra bank sampah lurah makassar timur gamala kayu merah sasa fitu jambula kastela kelompok usaha kub nelayan tangkap identifikasi,negatif
