,text_1,english,polarity,score
1151,sampah plastik dominasi solusi efektif,"plastic waste dominates, effective solution",0.2,positif
1152,sampah mudah masyarakat,society's easy trash,0.433333333,positif
1153,sampah plastik kelola,manage plastic waste,-0.2,negatif
1154,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
1155,perintah serius tangan sampah kota,the serious command of the city's trash hand,-0.333333333,negatif
1156,tingkat kelola sampah kota,level of city waste management,-0.2,negatif
1157,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
1158,perintah serius tangan sampah kota,the serious command of the city's trash hand,-0.333333333,negatif
1159,bank sampah langkah edukasi lanjut,waste bank further educational steps,0.016666667,positif
1160,senang bank sampah lingkung,happy environmental waste bank,0.3,positif
1161,regulasi kurang sampah plastik,regulations on reducing plastic waste,-0.2,negatif
1162,senang bank sampah lingkung,happy environmental waste bank,0.3,positif
1163,program edukasi daur ulang masyarakat,community recycling education program,0,netral
1164,harap kelola sampah,please manage waste,-0.2,negatif
1165,program edukasi kurang sampah plastik manfaat,educational program for less plastic waste benefits,-0.038888889,negatif
1166,,,0,netral
1167,sosialisasi daur ulang sampah tingkat,socialization of level waste recycling,-0.2,negatif
1168,program edukasi daur ulang masyarakat,community recycling education program,0,netral
1169,tumpu sampah angkut bermingguminggu,dumped trash for weeks,0,netral
1170,senang bank sampah lingkung,happy environmental waste bank,0.3,positif
1171,moga perintah konsisten kelola sampah kota,Hopefully the order will be consistent in managing city waste,0.025,positif
1172,kampanye kelola sampah bagus masyarakat,community good waste management campaign,0.25,positif
1173,sadar masyarakat rendah buang sampah sembarang,aware that low society people throw rubbish everywhere,0.125,positif
1174,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
1175,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
1176,senang bank sampah lingkung,happy environmental waste bank,0.3,positif
1177,tumpu sampah angkut bermingguminggu,dumped trash for weeks,0,netral
1178,tingkat kelola sampah kota,level of city waste management,-0.2,negatif
1179,program kelola sampah makassar bagus bantu,Makassar waste management program is good to help,0.25,positif
1180,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
1181,kelola sampah makassar tingkat,manage waste Makassar level,-0.2,negatif
1182,kelola sampah makassar tingkat,manage waste Makassar level,-0.2,negatif
1183,sampah sera pinggir jalan ganggu,roadside rubbish is a nuisance,0,netral
1184,harap kelola sampah daerah,please manage regional waste,-0.2,negatif
1185,kelola sampah makassar tingkat,manage waste Makassar level,-0.2,negatif
1186,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
1187,sampah plastik kelola,manage plastic waste,-0.2,negatif
1188,perintah serius tangan sampah kota,the serious command of the city's trash hand,-0.333333333,negatif
1189,kampanye kelola sampah bagus masyarakat,community good waste management campaign,0.25,positif
1190,sosialisasi daur ulang sampah tingkat,socialization of level waste recycling,-0.2,negatif
1191,tumpu sampah angkut bermingguminggu,dumped trash for weeks,0,netral
1192,kampanye kelola sampah bagus masyarakat,community good waste management campaign,0.25,positif
1193,kampanye kelola sampah bagus masyarakat,community good waste management campaign,0.25,positif
1194,moga perintah konsisten kelola sampah kota,Hopefully the order will be consistent in managing city waste,0.025,positif
1195,sampah sungai atas tindak nyata,river waste for real action,-0.025,negatif
1196,moga perintah konsisten kelola sampah kota,Hopefully the order will be consistent in managing city waste,0.025,positif
1197,kerjasama warga bersih lingkung kuat,Collaboration between citizens with a clean environment is strong,0.4,positif
1198,program kelola sampah efektif,effective waste management program,0.2,positif
1199,lingkung sampah kendali tugas pengankut sampah,waste environment control of waste transporter duties,-0.2,negatif
1200,tingkat kelola sampah kota,level of city waste management,-0.2,negatif
1201,ubah kelola sampah masalah,change the waste management problem,-0.2,negatif
1202,program lingkung wilayah,regional environmental program,0,netral
1203,proses angkut sampah lambat bikin bau sedap,the process of transporting waste is slow and makes it smell delicious,0.166666667,positif
1204,program edukasi daur ulang masyarakat,community recycling education program,0,netral
1205,sampah mudah masyarakat,society's easy trash,0.433333333,positif
1206,regulasi kurang sampah plastik,regulations on reducing plastic waste,-0.2,negatif
1207,sampah mudah masyarakat,society's easy trash,0.433333333,positif
1208,sampah mudah masyarakat,society's easy trash,0.433333333,positif
1209,sampah plastik kelola,manage plastic waste,-0.2,negatif
1210,tingkat kelola sampah kota,level of city waste management,-0.2,negatif
1211,proses angkut sampah lambat bikin bau sedap,the process of transporting waste is slow and makes it smell delicious,0.166666667,positif
1212,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
1213,harap kelola sampah,please manage waste,-0.2,negatif
1214,tingkat kelola sampah kota,level of city waste management,-0.2,negatif
1215,tumpu sampah angkut bermingguminggu,dumped trash for weeks,0,netral
1216,kampanye kelola sampah bagus masyarakat,community good waste management campaign,0.25,positif
1217,kampanye kelola sampah bagus masyarakat,community good waste management campaign,0.25,positif
1218,kampanye kelola sampah bagus masyarakat,community good waste management campaign,0.25,positif
1219,tumpu sampah angkut bermingguminggu,dumped trash for weeks,0,netral
1220,regulasi kurang sampah plastik,regulations on reducing plastic waste,-0.2,negatif
1221,harap kelola sampah,please manage waste,-0.2,negatif
1222,tumpu sampah angkut bermingguminggu,dumped trash for weeks,0,netral
1223,proses angkut sampah lambat bikin bau sedap,the process of transporting waste is slow and makes it smell delicious,0.166666667,positif
1224,sadar masyarakat rendah buang sampah sembarang,aware that low society people throw rubbish everywhere,0.125,positif
1225,harap kelola sampah,please manage waste,-0.2,negatif
1226,kurang sampah plastik hasil,less plastic waste results,-0.183333333,negatif
1227,sampah sungai atas tindak nyata,river waste for real action,-0.025,negatif
1228,sampah plastik kelola,manage plastic waste,-0.2,negatif
1229,kelola sampah makassar tingkat,manage waste Makassar level,-0.2,negatif
1230,sampah sungai atas tindak nyata,river waste for real action,-0.025,negatif
1231,perintah serius tangan sampah kota,the serious command of the city's trash hand,-0.333333333,negatif
1232,kurang sampah plastik hasil,less plastic waste results,-0.183333333,negatif
1233,harap kelola sampah,please manage waste,-0.2,negatif
1234,harap kelola sampah,please manage waste,-0.2,negatif
1235,program kelola sampah makassar bagus bantu,Makassar waste management program is good to help,0.25,positif
1236,bank sampah dorong jaga lingkung,Waste bank encourages environmental protection,-0.2,negatif
1237,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
1238,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
1239,harap kelola sampah,please manage waste,-0.2,negatif
1240,regulasi kurang sampah plastik,regulations on reducing plastic waste,-0.2,negatif
1241,kerjasama warga bersih lingkung kuat,Collaboration between citizens with a clean environment is strong,0.4,positif
1242,sadar masyarakat rendah buang sampah sembarang,aware that low society people throw rubbish everywhere,0.125,positif
1243,moga perintah konsisten kelola sampah kota,Hopefully the order will be consistent in managing city waste,0.025,positif
1244,sadar masyarakat sampah sosialisasi,aware of the social waste of society,0.027777778,positif
1245,kerjasama warga bersih lingkung kuat,Collaboration between citizens with a clean environment is strong,0.4,positif
1246,sampah mudah masyarakat,society's easy trash,0.433333333,positif
1247,program edukasi daur ulang masyarakat,community recycling education program,0,netral
1248,sampah sera pinggir jalan ganggu,roadside rubbish is a nuisance,0,netral
1249,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
1250,sampah sungai atas tindak nyata,river waste for real action,-0.025,negatif
1251,program kelola sampah efektif,effective waste management program,0.2,positif
1252,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
1253,sosialisasi daur ulang sampah tingkat,socialization of level waste recycling,-0.2,negatif
1254,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
1255,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
1256,sadar masyarakat sampah sosialisasi,aware of the social waste of society,0.027777778,positif
1257,program kelola sampah efektif,effective waste management program,0.2,positif
1258,kelola sampah makassar tingkat,manage waste Makassar level,-0.2,negatif
1259,harap kelola sampah,please manage waste,-0.2,negatif
1260,kurang sampah plastik hasil,less plastic waste results,-0.183333333,negatif
1261,ubah kelola sampah masalah,change the waste management problem,-0.2,negatif
1262,moga perintah konsisten kelola sampah kota,Hopefully the order will be consistent in managing city waste,0.025,positif
1263,sampah sera pinggir jalan ganggu,roadside rubbish is a nuisance,0,netral
1264,proses angkut sampah lambat bikin bau sedap,the process of transporting waste is slow and makes it smell delicious,0.166666667,positif
1265,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
1266,sampah plastik dominasi solusi efektif,"plastic waste dominates, effective solution",0.2,positif
1267,sadar masyarakat rendah buang sampah sembarang,aware that low society people throw rubbish everywhere,0.125,positif
1268,kampanye kelola sampah bagus masyarakat,community good waste management campaign,0.25,positif
1269,sampah sungai atas tindak nyata,river waste for real action,-0.025,negatif
1270,program edukasi kurang sampah plastik manfaat,educational program for less plastic waste benefits,-0.038888889,negatif
1271,ubah kelola sampah masalah,change the waste management problem,-0.2,negatif
1272,sampah sungai atas tindak nyata,river waste for real action,-0.025,negatif
1273,regulasi kurang sampah plastik,regulations on reducing plastic waste,-0.2,negatif
1274,sampah sera pinggir jalan ganggu,roadside rubbish is a nuisance,0,netral
1275,senang bank sampah lingkung,happy environmental waste bank,0.3,positif
1276,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
1277,bank sampah langkah edukasi lanjut,waste bank further educational steps,0.016666667,positif
1278,sadar masyarakat rendah buang sampah sembarang,aware that low society people throw rubbish everywhere,0.125,positif
1279,perintah serius tangan sampah kota,the serious command of the city's trash hand,-0.333333333,negatif
1280,program lingkung wilayah,regional environmental program,0,netral
1281,sadar masyarakat rendah buang sampah sembarang,aware that low society people throw rubbish everywhere,0.125,positif
1282,senang bank sampah lingkung,happy environmental waste bank,0.3,positif
1283,sampah plastik dominasi solusi efektif,"plastic waste dominates, effective solution",0.2,positif
1284,sadar masyarakat sampah sosialisasi,aware of the social waste of society,0.027777778,positif
1285,sampah plastik kelola,manage plastic waste,-0.2,negatif
1286,senang bank sampah lingkung,happy environmental waste bank,0.3,positif
1287,senang bank sampah lingkung,happy environmental waste bank,0.3,positif
1288,sadar masyarakat sampah sosialisasi,aware of the social waste of society,0.027777778,positif
1289,bank sampah langkah edukasi lanjut,waste bank further educational steps,0.016666667,positif
1290,program edukasi daur ulang masyarakat,community recycling education program,0,netral
1291,bank sampah langkah edukasi lanjut,waste bank further educational steps,0.016666667,positif
1292,program edukasi kurang sampah plastik manfaat,educational program for less plastic waste benefits,-0.038888889,negatif
1293,harap kelola sampah,please manage waste,-0.2,negatif
1294,tumpu sampah angkut bermingguminggu,dumped trash for weeks,0,netral
1295,sadar masyarakat sampah sosialisasi,aware of the social waste of society,0.027777778,positif
1296,sampah plastik dominasi solusi efektif,"plastic waste dominates, effective solution",0.2,positif
1297,program edukasi daur ulang masyarakat,community recycling education program,0,netral
1298,bank sampah langkah edukasi lanjut,waste bank further educational steps,0.016666667,positif
1299,program edukasi kurang sampah plastik manfaat,educational program for less plastic waste benefits,-0.038888889,negatif
1300,program edukasi kurang sampah plastik manfaat,educational program for less plastic waste benefits,-0.038888889,negatif
1301,sadar masyarakat rendah buang sampah sembarang,aware that low society people throw rubbish everywhere,0.125,positif
1302,harap kelola sampah,please manage waste,-0.2,negatif
1303,program kelola sampah makassar bagus bantu,Makassar waste management program is good to help,0.25,positif
1304,program kelola sampah makassar bagus bantu,Makassar waste management program is good to help,0.25,positif
1305,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
1306,program edukasi daur ulang masyarakat,community recycling education program,0,netral
1307,program edukasi daur ulang masyarakat,community recycling education program,0,netral
1308,moga perintah konsisten kelola sampah kota,Hopefully the order will be consistent in managing city waste,0.025,positif
1309,sadar masyarakat sampah sosialisasi,aware of the social waste of society,0.027777778,positif
1310,sosialisasi daur ulang sampah tingkat,socialization of level waste recycling,-0.2,negatif
1311,perintah serius tangan sampah kota,the serious command of the city's trash hand,-0.333333333,negatif
1312,senang bank sampah lingkung,happy environmental waste bank,0.3,positif
1313,sadar masyarakat rendah buang sampah sembarang,aware that low society people throw rubbish everywhere,0.125,positif
1314,program edukasi kurang sampah plastik manfaat,educational program for less plastic waste benefits,-0.038888889,negatif
1315,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
1316,kurang sampah plastik hasil,less plastic waste results,-0.183333333,negatif
1317,kurang sampah plastik hasil,less plastic waste results,-0.183333333,negatif
1318,harap kelola sampah,please manage waste,-0.2,negatif
1319,moga perintah konsisten kelola sampah kota,Hopefully the order will be consistent in managing city waste,0.025,positif
1320,harap kelola sampah,please manage waste,-0.2,negatif
1321,senang bank sampah lingkung,happy environmental waste bank,0.3,positif
1322,sampah sera pinggir jalan ganggu,roadside rubbish is a nuisance,0,netral
1323,proses angkut sampah lambat bikin bau sedap,the process of transporting waste is slow and makes it smell delicious,0.166666667,positif
1324,tingkat kelola sampah kota,level of city waste management,-0.2,negatif
1325,ubah kelola sampah masalah,change the waste management problem,-0.2,negatif
1326,sosialisasi daur ulang sampah tingkat,socialization of level waste recycling,-0.2,negatif
1327,ubah kelola sampah masalah,change the waste management problem,-0.2,negatif
1328,kurang sampah plastik hasil,less plastic waste results,-0.183333333,negatif
1329,sampah sera pinggir jalan ganggu,roadside rubbish is a nuisance,0,netral
1330,kampanye kelola sampah bagus masyarakat,community good waste management campaign,0.25,positif
1331,program edukasi daur ulang masyarakat,community recycling education program,0,netral
1332,bank sampah langkah edukasi lanjut,waste bank further educational steps,0.016666667,positif
1333,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
1334,tingkat kelola sampah kota,level of city waste management,-0.2,negatif
1335,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
1336,senang bank sampah lingkung,happy environmental waste bank,0.3,positif
1337,program kelola sampah makassar bagus bantu,Makassar waste management program is good to help,0.25,positif
1338,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
1339,harap kelola sampah,please manage waste,-0.2,negatif
1340,regulasi kurang sampah plastik,regulations on reducing plastic waste,-0.2,negatif
1341,proses angkut sampah lambat bikin bau sedap,the process of transporting waste is slow and makes it smell delicious,0.166666667,positif
1342,proses angkut sampah lambat bikin bau sedap,the process of transporting waste is slow and makes it smell delicious,0.166666667,positif
1343,proses angkut sampah lambat bikin bau sedap,the process of transporting waste is slow and makes it smell delicious,0.166666667,positif
1344,kerjasama warga bersih lingkung kuat,Collaboration between citizens with a clean environment is strong,0.4,positif
1345,moga perintah konsisten kelola sampah kota,Hopefully the order will be consistent in managing city waste,0.025,positif
1346,program kelola sampah efektif,effective waste management program,0.2,positif
1347,program kelola sampah efektif,effective waste management program,0.2,positif
1348,kerjasama warga bersih lingkung kuat,Collaboration between citizens with a clean environment is strong,0.4,positif
1349,sampah mudah masyarakat,society's easy trash,0.433333333,positif
1350,sampah makassar prihatin pasar selo kanal masyarakat peduli dampak buang sampah tempat perintah peduli lingkung kota makassar bersih sampah,"Makassar trash is concerned about the Selo Canal Market, the community cares about the impact of throwing away rubbish, the order place cares about the environment, Makassar City is clean of rubbish",0.366666667,positif
1351,moga perintah konsisten kelola sampah kota,Hopefully the order will be consistent in managing city waste,0.025,positif
1352,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
1353,sosialisasi daur ulang sampah tingkat,socialization of level waste recycling,-0.2,negatif
1354,program kelola sampah efektif,effective waste management program,0.2,positif
1355,proses angkut sampah lambat bikin bau sedap,the process of transporting waste is slow and makes it smell delicious,0.166666667,positif
1356,sampah sungai atas tindak nyata,river waste for real action,-0.025,negatif
1357,kerjasama warga bersih lingkung kuat,Collaboration between citizens with a clean environment is strong,0.4,positif
1358,sampah sera pinggir jalan ganggu,roadside rubbish is a nuisance,0,netral
1359,bank sampah langkah edukasi lanjut,waste bank further educational steps,0.016666667,positif
1360,perintah serius tangan sampah kota,the serious command of the city's trash hand,-0.333333333,negatif
1361,sadar masyarakat sampah sosialisasi,aware of the social waste of society,0.027777778,positif
1362,bank sampah dorong jaga lingkung,Waste bank encourages environmental protection,-0.2,negatif
1363,program kelola sampah makassar bagus bantu,Makassar waste management program is good to help,0.25,positif
1364,program edukasi kurang sampah plastik manfaat,educational program for less plastic waste benefits,-0.038888889,negatif
1365,program edukasi kurang sampah plastik manfaat,educational program for less plastic waste benefits,-0.038888889,negatif
1366,bank sampah langkah edukasi lanjut,waste bank further educational steps,0.016666667,positif
1367,regulasi kurang sampah plastik,regulations on reducing plastic waste,-0.2,negatif
1368,tumpu sampah angkut bermingguminggu,dumped trash for weeks,0,netral
1369,sampah plastik dominasi solusi efektif,"plastic waste dominates, effective solution",0.2,positif
1370,sampah plastik dominasi solusi efektif,"plastic waste dominates, effective solution",0.2,positif
1371,sadar masyarakat sampah sosialisasi,aware of the social waste of society,0.027777778,positif
1372,tumpu sampah angkut bermingguminggu,dumped trash for weeks,0,netral
1373,sampah sera pinggir jalan ganggu,roadside rubbish is a nuisance,0,netral
1374,perintah serius tangan sampah kota,the serious command of the city's trash hand,-0.333333333,negatif
1375,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
1376,program lingkung wilayah,regional environmental program,0,netral
1377,sadar masyarakat rendah buang sampah sembarang,aware that low society people throw rubbish everywhere,0.125,positif
1378,sosialisasi daur ulang sampah tingkat,socialization of level waste recycling,-0.2,negatif
1379,bank sampah langkah edukasi lanjut,waste bank further educational steps,0.016666667,positif
1380,moga perintah konsisten kelola sampah kota,Hopefully the order will be consistent in managing city waste,0.025,positif
1381,proses angkut sampah lambat bikin bau sedap,the process of transporting waste is slow and makes it smell delicious,0.166666667,positif
1382,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
1383,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
1384,program kelola sampah makassar bagus bantu,Makassar waste management program is good to help,0.25,positif
1385,bank sampah dorong jaga lingkung,Waste bank encourages environmental protection,-0.2,negatif
1386,regulasi kurang sampah plastik,regulations on reducing plastic waste,-0.2,negatif
1387,ubah kelola sampah masalah,change the waste management problem,-0.2,negatif
1388,senang bank sampah lingkung,happy environmental waste bank,0.3,positif
1389,senang bank sampah lingkung,happy environmental waste bank,0.3,positif
1390,proses angkut sampah lambat bikin bau sedap,the process of transporting waste is slow and makes it smell delicious,0.166666667,positif
1391,kerjasama warga bersih lingkung kuat,Collaboration between citizens with a clean environment is strong,0.4,positif
1392,bank sampah dorong jaga lingkung,Waste bank encourages environmental protection,-0.2,negatif
1393,kampanye kelola sampah bagus masyarakat,community good waste management campaign,0.25,positif
1394,kampanye kelola sampah bagus masyarakat,community good waste management campaign,0.25,positif
1395,sampah sungai atas tindak nyata,river waste for real action,-0.025,negatif
1396,proses angkut sampah lambat bikin bau sedap,the process of transporting waste is slow and makes it smell delicious,0.166666667,positif
1397,tumpu sampah angkut bermingguminggu,dumped trash for weeks,0,netral
1398,kampanye kelola sampah bagus masyarakat,community good waste management campaign,0.25,positif
1399,harap kelola sampah,please manage waste,-0.2,negatif
1400,program edukasi kurang sampah plastik manfaat,educational program for less plastic waste benefits,-0.038888889,negatif
1401,harap kelola sampah,please manage waste,-0.2,negatif
1402,sosialisasi daur ulang sampah tingkat,socialization of level waste recycling,-0.2,negatif
1403,kurang sampah plastik hasil,less plastic waste results,-0.183333333,negatif
1404,harap kelola sampah,please manage waste,-0.2,negatif
1405,tingkat kelola sampah kota,level of city waste management,-0.2,negatif
1406,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
1407,senang bank sampah lingkung,happy environmental waste bank,0.3,positif
1408,bank sampah langkah edukasi lanjut,waste bank further educational steps,0.016666667,positif
1409,program lingkung wilayah,regional environmental program,0,netral
1410,sadar masyarakat sampah sosialisasi,aware of the social waste of society,0.027777778,positif
1411,sadar masyarakat sampah sosialisasi,aware of the social waste of society,0.027777778,positif
1412,ubah kelola sampah masalah,change the waste management problem,-0.2,negatif
1413,sadar masyarakat sampah sosialisasi,aware of the social waste of society,0.027777778,positif
1414,kerjasama warga bersih lingkung kuat,Collaboration between citizens with a clean environment is strong,0.4,positif
1415,perintah serius tangan sampah kota,the serious command of the city's trash hand,-0.333333333,negatif
1416,kerjasama warga bersih lingkung kuat pandu ketua rt,Collaboration between citizens with a clean and strong environment guides neighborhood leaders,0.4,positif
1417,program kelola sampah efektif,effective waste management program,0.2,positif
1418,program edukasi kurang sampah plastik manfaat,educational program for less plastic waste benefits,-0.038888889,negatif
1419,sampah mudah masyarakat,society's easy trash,0.433333333,positif
1420,kampanye kelola sampah bagus masyarakat,community good waste management campaign,0.25,positif
1421,program lingkung wilayah,regional environmental program,0,netral
1422,program lingkung wilayah,regional environmental program,0,netral
1423,perintah serius tangan sampah kota,the serious command of the city's trash hand,-0.333333333,negatif
1424,sadar masyarakat rendah buang sampah sembarang,aware that low society people throw rubbish everywhere,0.125,positif
1425,sadar masyarakat rendah buang sampah sembarang,aware that low society people throw rubbish everywhere,0.125,positif
1426,ubah kelola sampah masalah,change the waste management problem,-0.2,negatif
1427,kerjasama warga bersih lingkung kuat,Collaboration between citizens with a clean environment is strong,0.4,positif
1428,program edukasi daur ulang masyarakat,community recycling education program,0,netral
1429,regulasi kurang sampah plastik,regulations on reducing plastic waste,-0.2,negatif
1430,harap kelola sampah,please manage waste,-0.2,negatif
1431,proses angkut sampah lambat bikin bau sedap,the process of transporting waste is slow and makes it smell delicious,0.166666667,positif
1432,sampah plastik dominasi solusi efektif,"plastic waste dominates, effective solution",0.2,positif
1433,sampah sungai atas tindak nyata,river waste for real action,-0.025,negatif
1434,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
1435,regulasi kurang sampah plastik,regulations on reducing plastic waste,-0.2,negatif
1436,sampah sungai atas tindak nyata,river waste for real action,-0.025,negatif
1437,tumpu sampah angkut bermingguminggu,dumped trash for weeks,0,netral
1438,tumpu sampah angkut bermingguminggu,dumped trash for weeks,0,netral
1439,kelola sampah makassar tingkat,manage waste Makassar level,-0.2,negatif
1440,sosialisasi daur ulang sampah tingkat,socialization of level waste recycling,-0.2,negatif
1441,bank sampah dorong jaga lingkung,Waste bank encourages environmental protection,-0.2,negatif
1442,sosialisasi daur ulang sampah tingkat,socialization of level waste recycling,-0.2,negatif
1443,moga perintah konsisten kelola sampah kota,Hopefully the order will be consistent in managing city waste,0.025,positif
1444,program edukasi kurang sampah plastik manfaat,educational program for less plastic waste benefits,-0.038888889,negatif
1445,program edukasi daur ulang masyarakat,community recycling education program,0,netral
1446,program lingkung wilayah,regional environmental program,0,netral
1447,kelola sampah makassar tingkat,manage waste Makassar level,-0.2,negatif
1448,sadar masyarakat sampah sosialisasi,aware of the social waste of society,0.027777778,positif
1449,program edukasi daur ulang masyarakat,community recycling education program,0,netral
1450,sampah pasar sampah tumpuk bau,smelly piles of market rubbish,0,netral
1451,senang bank sampah bantu kurang sampah plastik,happy that the waste bank is helping reduce plastic waste,0.133333333,positif
1452,bersih warga buang sampah sembarang,"clean, residents throw away any rubbish",0.366666667,positif
1453,sampah kanal bau bersih,the canal trash smells clean,0.366666667,positif
1454,jaga bersih makassar nyaman,keep Makassar clean and comfortable,0.383333333,positif
1455,lihat sampah jalan sampah,see trash street trash,0,netral
1456,program makassar rantasa bagus jaga bersih kota,Makassar Rantasa program is good to keep the city clean,0.533333333,positif
1457,moga perintah sampah area ramai,I hope the rubbish order is in a busy area,0.1,positif
1458,sampah banyak warga buang sembarang,Many people throw rubbish wherever they want,0.5,positif
1459,makassar bersih senang lihat ubah positif,"Makassar is clean, happy to see positive changes",0.464646465,positif
1460,sampah pinggir jalan angkut bikin nyaman,Picking up roadside trash makes it convenient,0,netral
1461,program bersih lingkung bagus sadar bersih,good environmental clean program clean conscious,0.383333333,positif
1462,sampah plastik sera pantai bikin pandang buruk,Plastic waste all over the beach makes you look bad,-0.45,negatif
1463,bagus edukasi bersih anak sekolah moga generasi peduli,"good clean education for school children, hopefully generations will care",0.533333333,positif
1464,warga buang sampah sembarang area pasar,Residents throw rubbish anywhere in the market area,0,netral
1465,perintah masyarakat makassar bebas sampah,order for the people of Makassar to be free of waste,0.1,positif
1466,fasilitas sampah wisata unjung disiplin,Visiting tourist waste facilities are disciplined,-0.2,negatif
1467,malam sampah jalan tugas patroli bersih,night street trash cleaning patrol duty,0,netral
1468,program bank sampah efektif sosialisasi,waste bank program effective socialization,0.2,positif
1469,program bank sampah efektif sosialisasi,waste bank program effective socialization,0.2,positif
1470,salut rawan bersihbersih pantai keren,salute prone to clean and cool beaches,0.358333333,positif
1471,lihat orang buang sampah kendara sampah,see people throwing rubbish into rubbish vehicles,0,netral
1472,perintah program efektif biar masyarakat sadar bersih,effective program orders so that people are aware of being clean,0.405555556,positif
1473,makassar bersih moga depan,Hopefully Makassar will be clean in the future,0.183333333,positif
1474,tugas bersih lihat ubah titik kota,net task see change city point,0,netral
1475,program bersih efek rata,flat effect clean program,0.170833333,positif
1476,sedih lihat sampah alir sungai banjir cegah,It's sad to see rubbish flowing into the river to prevent flooding,-0.5,negatif
1477,senang bank sampah kurang limbah plastik lingkung,happy that the waste bank has less environmental plastic waste,0.058333333,positif
1478,wisata nyaman tim bersih rutin bersih,"comfortable travel, clean team cleans regularly",0.255555556,positif
1479,salut anak muda makassar aksi bersihbersih pantai moga inspirasi,"Salute the young people of Makassar for their beach clean-up action, hopefully it will inspire you",0.1,positif
1480,rumah bank sampah buang sampah sembarang,Garbage bank house throws away any rubbish,0,netral
1481,keren banget mural sampah kota bikin orang sadar buang sampah tempat,It's really cool that the city rubbish mural makes people aware of where to throw rubbish,0.3,positif
1482,perintah denda buang sampah sembarang biar efek jera,ordering a fine for throwing away any rubbish will have a deterrent effect,0.416666667,positif
1483,aplikasi lapor sampah liar teknologi banget bantu bersih kota,"application to report illegal trash, technology really helps clean the city",0.022222222,positif
1484,sampah plastik atur kantong plastik pakai,plastic waste organize use plastic bags,-0.2,negatif
1485,acara edukasi lingkung sekolah moga anak peduli sampah,school environmental education event to encourage children to care about waste,-0.2,negatif
1486,sedih lihat kanal penuh sampah hujan sampah,sad to see the canal full of rubbish raining rubbish,-0.075,negatif
1487,nyaman sampah kadang susah cari sampah,"comfortable trash, sometimes it's hard to find trash",0.054166667,positif
1488,kesal lihat orang buang sampah sembarang jalan sampah dekat,annoyed to see people throwing rubbish everywhere on the nearby rubbish road,-0.4,negatif
1489,bank sampah bantu warga tambah hasil jual sampah plastik,Waste Bank helps residents increase profits from selling plastic waste,-0.2,negatif
1490,bagus kelola limbah organik pupuk kurang sampah manfaat,"good management of organic waste, fertilizer, less waste, benefits",0.033333333,positif
1491,sampah plastik pasar tradisional banget moga solusi biar bersih,Traditional market plastic waste is really a solution to make it clean,0.091666667,positif
1492,jumpa sampah pinggir jalan malam,see roadside trash at night,0,netral
1493,lomba kampung bersih biar warga semangat jaga lingkung,clean village competition to encourage residents to protect the environment,0.366666667,positif
1494,sampah tumpuk rumah lapor tindak perintah,"pile of rubbish at home, report following orders",0,netral
1495,keren lihat kampanye makassarbebassampah media sosial moga gera warga,"It's cool to see the social media waste-free Makassar campaign, hopefully it will inspire people",0.191666667,positif
1496,bau sampah pasar ganggu musim panas butuh angkut rutin,"the smell of market rubbish is a nuisance in the summer, requiring regular hauling",0,netral
1497,sampah plastik moga solusi,Plastic waste may be a solution,-0.2,negatif
1498,moga pasar bersih program kelola sampah,hope the market is clean waste management program,0.083333333,positif
