Date,Author,Text
,,Sangat mengganggu 
,,"Volume sampah di kota Makassar terus meningkat setiap tahunnya untuk itu perlu adanya upaya pengolahan sampah yang tepat, terlebih lagi TPA Antang sudah mengalami over kapasitas."
,,Jangan buang sampah sembarangan
,,Untuk area makassar masih banayak sampah yang berserakan krna kurangnya kesadaran masyarakat dalam.membuang smpah pada tempatnya
,,"Terkait sampah yang ada di kota makassar, saya berfikir ini harus di mulai dari pendidikan dasar yang harus di ajarkan lebih matang di sekolah....


saya berfikir sembari membersihkan sampah yang ada di kota ini, ada bagusnya di sandingi dengan edukasi yang lebih ter arah"
,,"sebaiknya masyarakat sadar tidak membuang sampah sembarangan 
sebaikknya warga mendaur ulang sampah habis pakai
sebaiknya pemerintah menyiapkan tempat pembuangan yang lebih besar lagi "
,,Sangat memberikan dampak buruk bagi masyarakat khususnya warga yg lewat�...Bisa mengakibatkan macet yang sangat parah dan mengakibatkan lingkungan tercemar.. Tolong masyarakat yang di sana jangan buang sampah sembarangan..Kasihan tercemar lingkungan dan org yg lewat
,,Berserakan dimana mana
,,masih kurangnya pengelolaan sampah dan masih banyak masyarakat yg tidak sadar dengan membuang sampah bukan di tempat sampah
,,Sangat prihatin dan kritis 
,,Sampah di Makassar sangat lah tidak terkendali kan kalau saat musim hujan 
,,sessajki
,,"Menurut saya, warga makassar masih sangat minim akan kebersihan,sehingga sampah berceceran dimana mana"
,,"Penanganan sampah di Makassar menghadapi kritik tajam, terutama terkait kondisi Tempat Pembuangan Akhir (TPA) Antang yang over kapasitas. Walhi menilai Pemkot Makassar tidak memiliki strategi efektif untuk mengatasi masalah ini, sehingga volume sampah terus meningkat."
,,komentar saya terkait sampah di makassar itu masih sangat banyak apa lagi dilihat dari beberapa pantai yang ada di makassar itu sampahnya masih sangat banyak berserakah dimana-mana 
,,Semoga dengan adanya aplikasi ini dapat mengurangi sampah di jalan
,,Begitu banyaknya yang berserakan
,,Mantap Lanjut kan
,,"perlunya gerakan dari pemerintah untuk menyediakan / menambah jumlah tempat pembuangan sampah, lalu mengedukasi masyarakat terkait pentingnya kesadaran membuang sampah sesuai tempatnya"
,,Masih belum optimal pengolahan sampahnya
,,Berserakan
,,Pembuangan sampahnya tidak terkontrol. Kadang warga atau yang dekat dengan kos-kosan hanya membuang sampah di pinggir jalan ataupun pinggir got. Tentu sampah-sampah ini sangat mengganggu dan kurangnya kesadaran masyarakat untuk menjaga kebersihan sekitar
,,"Sebenarnya pemerintah sudah menghimbau kepada seluruh masyarakat jangan membuang sampah sembarangan baik di daerah makassar ataupun di daerah lain, akibat banyaknya sampah yang berserakan bisa bisa saluran air akan tersumbat dan terjadinya banjir, ujung ujungnya pemerintah yang di salahkan, padahal masyarakat sendiri yang kurang kesadaran."
,,Perlu di lakukan pembersihan terhadap lingkungan sekitar dan adanya pertisipasi dari pemerintah setempat 
,,Sangat Buruk
,,"Masalah sampah di Makassar, seperti di banyak kota besar lainnya, memang cukup serius dan memerlukan perhatian lebih. Seperti yang diketahui, produksi sampah kota terus meningkat, tetapi infrastruktur dan sistem pengelolaan sampah sering kali belum memadai. Hal ini menyebabkan banyaknya timbunan sampah di jalanan, sungai, dan tempat umum, yang bisa berdampak buruk pada lingkungan dan kesehatan masyarakat.

"
,,"Menurut saya, masalah sampah di Makassar adalah isu yang mendesak dan memerlukan perhatian serta tindakan nyata dari semua pihak. Kota yang bersih adalah cerminan masyarakat yang peduli akan lingkungannya, namun saat ini masih terlihat bahwa kesadaran akan pentingnya menjaga kebersihan belum sepenuhnya diterapkan. Timbunan sampah di jalan, pasar, dan sungai menunjukkan masih ada tantangan besar dalam pengelolaan sampah."
,,Masalah sampah di Makassar adalah isu krusial yang memerlukan perhatian dan tindakan cepat. Timbunan sampah yang terlihat di berbagai tempat menunjukkan bahwa sistem pengelolaan sampah di kota makassar masih memiliki banyak kekurangan. Kurangnya kesadaran masyarakat untuk membuang sampah pada tempatnya serta minimnya fasilitas pemilahan dan pengolahan sampah pada kondisi ini
,,"Menurut saya, masalah sampah di Makassar menjadi tantangan besar yang berdampak langsung pada kualitas hidup masyarakat dan lingkungan. Timbunan sampah yang tidak terkelola dengan baik tidak hanya mencemari udara dan udara, tetapi juga memperburuk estetika kota. Beberapa lokasi seperti pasar, jalan utama, dan area publik lainnya masih sering terlihat dipenuhi sampah, yang menunjukkan adanya kendala dalam pengelolaan."
,,"Permasalahan sampah di Makassar menunjukkan tantangan besar dalam pengelolaan lingkungan perkotaan. Timbunan sampah yang terlihat di berbagai sudut kota mencerminkan perlunya peningkatan infrastruktur dan juga kesadaran masyarakat. Kondisi ini dapat berdampak negatif pada lingkungan dan kesehatan, serta mengurangi kenyamanan dan estetika kota"
,,"Menurut pandangan saya, pengelolaan sampah di Makassar belum dapat dikatakan baik dikarenakan sosialisasi dalam mengelola sampah, baik dari organik maupun non-organik belum di optimalkan oleh pihak Dinas Kebersihan kota makassar. "
,,banyak
,,"Semoga ada cara supaya sampah-sampah di TPU Antang itu bisa diolah kembali menjadi barang-barang keren dan disebar ke seluruh indonesia dan luar negeri, lumayan juga dananya bisa dipake bangun stadion internasional di makassar."
,,"Makassar menghadapi tantangan besar dalam pengelolaan sampah, terutama dengan meningkatnya jumlah penduduk dan aktivitas ekonomi yang semakin berkembang. Sampah yang tidak terkelola dengan baik dapat menyebabkan masalah lingkungan yang serius, seperti banjir, pencemaran air, dan kerusakan ekosistem."
,,Hampir bisa ditemukan dimana-mana. Yang menjadi masalah besar adalah sampah-sampah yang sudah sangat menumpuk di saluran air yang menyebabkan kebanjiran di musim hujan.
,,Mengerikan 
,,Terkadang masih banyak masyarakat yang membuah sampah sembarangan terutama di lahan lahan kosong 
,,Semoga smpah bisa di olah dengan baik dan tidak menumpuk di TPA
,,"Pendapat saya mengenai sampah di Makassar yaitu masih belum terealisasikan dengan baik di beberapa tempat yang saya lihat krna masih banyak biasanya sampah yg bertumpukan di satu spot dipinggir jalan atau di sebuah bangunan tanpa adanya tempat sampah yg disediakan, itu membuat keadaan sekitarnya terlihat kotor dan menjijikkan krna berbagai sampah yg ada (intinya kurangnya penyediaan tempat sampah atau bahkan kurangnya kesadaran oknum� sekitar menjaga kebersihan).Itu saja pendapat saya terimakasih."
,,Perlu kesadaran masyarakat untuk tidak membuang sampah sembarangan dan juga perlu meningkatkan gaji tukang sampah
,,"Sampah di Makassar masih banyak berserakan, apalagi di pinggir jalan sama sungai. Orang-orang juga masih sering buang sampah sembarangan. "
,,sampahnya masi tidak terurus dan masi berserakan di mana-mana
,,Darurat sampah
,,"Sampah yang dibiarkan berserakan di halaman akan mengundang kuman penyakit, membuat pemandangan nampak kotor, menyebabkan udara tidak segar. Demikian halnya dengan genangan air, jika dibiarkan bisa menjadi tempat nyamuk demam berdarah beranak pinak."
,,"Sangatt banyak, sampah berserakan dimana mana karena kurangnya kesadaran penduduk tentang pentingnya kebersihan lingkungan, penduduk sering menjadikan lahan kosong sebagai tempat untuk membuang sampah tanpa memikirkan dampaknya bagi manusia, lingkungan dan sebagainya."
,,Sampah dan pengelolaannya di makassar masih menjadi masalah besar yang terjadi di masyarakat dimana masyarakat lebih memilih membuang sampah sembarang tempat tanpa memikirkan dampak dari perbuatannya tersebut yang sangat merugikan orang lain. TPA (tempat pembuangan akhir) yang ada di Makassar masih sangat kurang dan harus diperluas lagi areanya karena sampah yang di tampung setiap harinya bertambah sedangkan tempat yang disediakan semakin kecil dan sempit. Teknik pengolahan nya juga tidak jelas sehingga bau yang ditimbulkan sangat mengganggu aktivitas orang disekitar.
,,"Sangat Buruk, karena sampah tidak bertumpuk begitu saja, dapat menimbulkan penyakit berbahaya."
,,Sampah terlambat diambil petugas kebersihan 
,,"Masalah sampah di Makassar cukup kompleks dan masih menjadi tantangan besar. Jumlah penduduk yang tinggi dan kegiatan perkotaan yang padat, ditambah dengan kurangnya kesadaran masyarakat tentang pentingnya menjaga kebersihan lingkungan, berkontribusi terhadap tingginya produksi sampah di kota ini.

Salah satu aspek penting dalam mengatasi masalah ini adalah meningkatkan partisipasi masyarakat dalam pengelolaan sampah, misalnya melalui program daur ulang atau pemilahan sampah dari rumah tangga. Selain itu, pemerintah juga perlu memperkuat sistem pengelolaan sampah dengan menyediakan fasilitas yang memadai, seperti tempat pembuangan yang sesuai dan kendaraan pengangkut sampah yang efektif.

Selain itu, pendekatan berbasis edukasi juga bisa menjadi solusi jangka panjang. Edukasi tentang dampak sampah bagi lingkungan dan kesehatan, terutama kepada generasi muda, dapat mendorong kebiasaan yang lebih baik dalam jangka panjang."
,,Sangat buruk sampah2 tidak terkelola dengan baik. 
,,perlu penanganan serius dan perlu ada penyuluhan dari pemerintah kepada masyarakat tentang dampak membuang sampah sembarangan dan manfaat yang diperoleh masyarakat ketika membuang sampah pada tempatnya.
,,"Mungkin saya tidak bisa berkata banyak berhubung saya tidak aktif bepergian ke tempat yang berbeda-beda. Namun berikut pendapat saya. Di sebagian besar tempat yang kulewati sudah baik dalam arti terjaga kebersihannya. Terutama di tempat yang sering dilewati atau dikunjungi orang berbeda yang banyak. Di tempat tertentu (yang pernah saya amati), yang biasanya hanya dilewati orang yang biasa melewatinya, tidak sebaik di tempat sebelumnya yang saya maksud, namun tidak begitu parah dan masih ada pengelola sampahnya, masih ada orang yang suka membersihkannya. Namun saya tidak pungkiri, bahwa di daerah yang minim perpindahan oleh manusia yang berbeda, memang masih tak jarang terlihat tikus. Sering terlihat kecoa. Ini tidak lain menandakan ada sampah yang membusuk, yang mungkin sudah berdiam lama. Di samping semua itu, secara spesifik, daerah Pampang menurutku paling perlu mendapat perhatian lebih dibandingkan sekian banyak daerah yang telah saya amati. Sekian
 "
,,"Masyarakat harus mempunyai kesadaran akan dampak buruk membuang sampah sembarang, sampah di kota Makassar ini sudah sangat memprihatikan menurut sayaa . selain mengganggu mata, jugaa baunya sangat tidak nyaman di hidung dan kitaa semua pasti nya tau itu bisa mendatangkan banyak dampak buruk lainnya. kualitas udara dan lingkungan pun ikut tercemar "
,,"Sampah plastik masih mendominasi, tidak ada solusi yang efektif."
,,Semoga pemerintah bisa lebih konsisten dalam mengelola sampah kota.
,,Semoga pemerintah bisa lebih konsisten dalam mengelola sampah kota.
,,"Saya senang karena sekarang ada bank sampah di sekitar lingkungan saya.
"
,,Semoga ada peningkatan fasilitas pengelolaan sampah di lingkungan kami.
,,"Perlu ada regulasi yang jelas untuk pengurangan sampah plastik.
"
,,"Masih banyak sampah yang berserakan di pinggir jalan, sangat mengganggu.
"
,,"Program baru pengelolaan sampah ini cukup efektif.
"
,,"Program baru pengelolaan sampah ini cukup efektif.
"
,,"Masih perlu lebih banyak program lingkungan di berbagai wilayah.
"
,,"Perlu ada regulasi yang jelas untuk pengurangan sampah plastik.
"
,,"Kerjasama warga dalam membersihkan lingkungan semakin kuat.
"
,,"Harapannya pengelolaan sampah bisa lebih baik lagi.
"
,,"Kesadaran masyarakat tentang sampah perlu terus disosialisasikan.
"
,,"Kesadaran masyarakat tentang sampah perlu terus disosialisasikan.
"
,,"Kerjasama warga dalam membersihkan lingkungan semakin kuat.
"
,,"Kerjasama warga dalam membersihkan lingkungan semakin kuat.
"
,,"Perlu ada regulasi yang jelas untuk pengurangan sampah plastik.
"
,,"Masalah sampah di sungai masih belum teratasi, perlu tindakan nyata.
"
,,"Semoga pemerintah bisa lebih konsisten dalam mengelola sampah kota.
"
,,"Kesadaran masyarakat masih rendah soal buang sampah sembarangan.
"
,,"Semoga pemerintah bisa lebih konsisten dalam mengelola sampah kota.
"
,,"Program pengelolaan sampah di Makassar sudah bagus, sangat membantu.
"
,,Perlu kesadaran sihh. Dan tindakan pemerintah terkait ini
,,"Sampah banyak berserakan di Makassar , kayaknya kita butuh tim seperti pandawa untuk membantu membersihkan sampah di sekitaran Makassar "
,,"Masih sering terlihat berhamburan di pinggir jalan raya. Sebaiknya ada dibuatkan program olah sampah seperti yang ada di Banyumas. Dan juga disediakan bak sampah besar terutama di titik yang materialnya itu banyak, contoh; pasar"
,,"Menurut saya sampah di Makassar masih kurang dalam cara pengelolaan yang baik, selain itu kurangnya kesadaran akan dampak pembuangan sampah sembarang disekitar lingkungan tempat tinggalnya "
,,Sampah adalah satu hal yang diatur dengan baik agar bermanfaat dan tidak mengakibatkan adanya kerugian bagi kita semua.
,,Sangat mengganggu
,,"Bank sampah adalah langkah yang baik, namun perlu edukasi lanjutan.
"
,,"Sampah di Makassar, seperti di banyak kota besar lainnya, memang menjadi isu penting yang perlu perhatian lebih. Masalah ini sering kali terkait dengan kurangnya kesadaran masyarakat dalam pengelolaan sampah serta infrastruktur pengelolaan sampah yang belum memadai. Meskipun pemerintah kota Makassar telah berusaha untuk mengatasi masalah ini melalui program pengelolaan sampah, masih banyak tantangan yang dihadapi, seperti sistem daur ulang yang belum optimal, serta tingginya volume sampah yang dihasilkan setiap hari.
Salah satu solusi yang perlu lebih diperhatikan adalah edukasi kepada masyarakat untuk memilah sampah sejak awal, meningkatkan fasilitas pengumpulan sampah, dan memperkuat kerja sama dengan sektor swasta dalam mengelola sampah organik dan non-organik. Selain itu, pemanfaatan teknologi untuk pengelolaan sampah dan pengembangan ruang terbuka hijau juga bisa menjadi langkah penting dalam menciptakan kota yang lebih bersih dan ramah lingkungan.
Secara keseluruhan, meskipun ada upaya yang telah dilakukan, pengelolaan sampah di Makassar masih membutuhkan komitmen jangka panjang dari semua pihak, baik pemerintah, masyarakat, dan sektor swasta."
,,"Menurut syaa, sampah di Makassar saat ini sangat ti ini banyak berserkan dipinggir jalan dan mengganggu aktivitas masyarakat karena baunya yang menyengat. "
,,Sampai sekarang sampah dimakassar masih banyak yang bertumpuk di tepi jalan yang mengakibatkan bau tidak sedap bagi pengguna jalan
,,"Masalah sampah di Makassar menjadi isu serius yang mempengaruhi kualitas lingkungan dan kehidupan warga kota. Volume sampah yang besar setiap harinya, ditambah kurangnya fasilitas pemrosesan sampah, sering membuat tumpukan sampah mengganggu di berbagai tempat. Ini berisiko mencemari udara, tanah, dan air serta mengganggu kesehatan masyarakat."
,,Sangat melimpah dan tidak terurus
,,"Sangat Sampah di Makassar, seperti di banyak kota besar lainnya, menjadi masalah yang kompleks dan berkelanjutan. Beberapa faktor utama yang menyebabkannya antara lain pertumbuhan populasi yang pesat, kurangnya kesadaran masyarakat dalam pengelolaan sampah, dan keterbatasan infrastruktur pengolahan sampah yang memadai.

"
,,Pendapat saya tentang sampah yang ada di makassar lumayan tidak parah cuman butuh pemahaman kepada masyarakat agar tidak membuang sampah sembarangan dan saya himbau kepada pemerintah agar dapat menyediakan tempat sampah yang lebih banyak lagi untuk mengurangi sampah yang berserakan.
,,Ada tempat yg memang betul2 bersih tetapi masih banyak jg tempat2 yg masih kotor Mungkin karena masih banyak org2 yang sering buang sampah sembarangn akibatnya masih banyak sampah berserakan di tempat2 tertentu yang tentu saja bisa Jdi penyabab terjadinya banjir.
,,"Sampah sebagian yang berserakan di Makassar biasanya membuat kita tidak nyaman, maka dari itu kita semua harus peduli terhadap sampah yg berserakan "
,,"Mungkin kita tau TPA Di antang Itu merupakan Tmpt pembungan akhir sampah kita,tetapi Masih banyak daerah daerah yang membuang sampah sembarangan Bahkan di pinggir jalan,aliran sungai, membuat sungai sebagian tercemar, Bau,dan masih bnyk lagi. Menurut saya Prlu kita sadari jangan lah membuang sampah sembarangan apalagi sampah Bnyk yang tidak mudah di daur ulang kembali.Harapan saya semoga kota makassar ini menjadi jauh lebih bersih lagi ke depan nya, menjaga kebersihan, Jadi tidak ada lagi Sampah yang berserakan di mana mana."
,,"Pendapat saya terkait sampah di Makassar merupakan isu yang kompleks dan berdampak Luas dimana kurang nya kesadaran masyarakat yang belum terbiasa memilah sampah dan membuang sampah pada tempatnya. Kita sebagai masyarakat Makassar harus memiliki tanggung jawab bersama dengan kesadaran kita sebagai masyarakat dalam memilah sampah, kita dapat menciptakan lingkungan yang lebih bersih dan sehat "
,,"Sampah dimakasar sebagian besar masih berserakan,, masyarakat belum tau mau dibuang kemana dan para pengambil sampah masih kurang sehingga sampah terkadang dibuang dipinggir jalan"
,,Kurangnya pemahaman tentang sampah membuat masyarakat sembarangan membuangnya. Terlebih lagi jika tidak ada yang membersihkan nya akan membuat nya semakin berserakan di jalan dan menyebabkan bau tidak sedap
,,"Kurangnya kesadaran masyarakat makassar untuk tidak membuang sampah sembarangan, dan kurangnya penempatan tempat sampah pada setiap tempat dimakassar."
,,"Harus dikelola, jangan sampai menumpuk seperti bukit"
,,"Berserakan di mana mana karna tidak adanya kesadaran bagi warga makassar untuk membuang sampah pada tempatnya,yang mrngaakibatkan banyak sampah yang berserakan di jalan."
,,"Kurangnyaa masyarakat Akan Menjaga kebersihan sampahh, sehingga sering terjadi penumpukan sampah di jalanan"
,,"mencemari sungai dan menghambat proses air tanah, sampah juga dapat mencemari tanah dan menjadikannya tidak sehat."
,,"Pendapat saya tentang sampah di Makassar semakin mendesak, dengan banyaknya penumpukan sampah yang mengganggu lingkungan dan kesehatan masyarakat. Kurangnya kesadaran masyarakat untuk membuang sampah pada tempatnya, serta keterbatasan infrastruktur pengelolaan, memperburuk situasi ini. Dibutuhkan kerja sama antara pemerintah dan warga untuk meningkatkan kesadaran, mengoptimalkan pengelolaan, dan menerapkan sistem daur ulang agar kota Makassar lebih bersih dan sehat."
,,Kurangnya kesadaran masyarakat akan pentingnya kebersihan sehingga membuat tumpakan sampah menjadi hal yg biasa di kota makassar ini 
,,"Sampah yang berserakan di jalan dapat menyebabkan berbagai dampak negatif, seperti Merusak pemandangan, Menyebabkan bau yang tidak sedap, dan menyebabkan banjir."
,,Kurangnya Fasilitas dan ketidak efisienan penanganan sampah dan kurangnya kesadaran masyarakat akan kebersihan pingkungan
,,"Masalah persampahan di Kota Makassar sangat parah 
paling parahnya lagii TPA Antang yang berdiri sejak tahun sudah sangat lama mungkin dari tahun 90 an dengan luas 20,8 hektar sekarang sudah over kapasitas
dan parahnya pernh ada riset menyebutkan kondisi kritis TPA Tamangappa yang sangat kritis.
Pemerintah Provinsi Sulawesi Selatan pernah mengusulkan pembangunan TPA Regional Mamminasata, berlokasi di Kecamatan Pattalassang, Kabupaten Gowa. Namun hasilnya menunjukkan bahwa rencana ini terkendala sejumlah permasalahan dan belum jadi sampai sekarang dan semogaa kedepannya pengusulan TPA di Mamminasata  cepat di bangun."
,,Rumit untuk di jelaskan 
,,tidak heran jika Makassar sering terjadi banjir bahkan satu kali hujan deras sebagian tempat di kota Makassar langsung banjir karna disebabkan oleh sampah yg begitu banyak Karena pembuangan sampah pada sungai yang menyebabkan air meluap dan langsung masuk pada permukiman warga 
,,Pendapat saya tentang sampah di makassar yaitu kurangnya kesadaran masyarakat terkait kebersihan lingkungan. Dan juga masyarakat membuang sampah berserakan dan tidak bertanggung jawab padahal hal itu dapat memicu banyak penyakit yang bisa membahayakan nyawa manusia. Jadi menurut saya ada baiknya pemerintah setempat harus membuat masyarakat sadar akan hal ini setidaknya dengan adakan kegiatan bersih lingkungan. 
,,"Program pengelolaan sampah di Makassar sudah bagus, sangat membantu.
"
,,"Program pengelolaan sampah di Makassar sudah bagus, sangat membantu.
"
,,"Program edukasi tentang pengurangan sampah plastik sangat bermanfaat.
"
,,"Program pengelolaan sampah di Makassar sudah bagus, sangat membantu.
"
,,"Program pengelolaan sampah di Makassar sudah bagus, di RT saya sangat membantu.
"
,,"Bank sampah adalah langkah yang baik, namun perlu edukasi lanjutan.
"
,,"Masalah sampah di sungai masih belum teratasi, perlu tindakan nyata.
"
,,"Masalah sampah di sungai masih belum teratasi, perlu tindakan nyata.
"
,,"Program edukasi tentang pengurangan sampah plastik sangat bermanfaat.
"
,,"Program pengelolaan sampah di Makassar sudah bagus, sangat membantu.
"
,,"Banyak tumpukan sampah yang tak diangkut berminggu-minggu.
"
,,"Program baru pengelolaan sampah ini cukup efektif.
"
,,"Sampah plastik masih mendominasi, tidak ada solusi yang efektif.
"
,,"Tempat sampah sudah mulai banyak, ini sangat memudahkan masyarakat.
"
,,"Terlalu banyak sampah plastik yang tidak dikelola dengan baik.
"
,,"Tempat sampah kurang, jadi banyak orang buang sampah sembarangan.
"
,,"Pemerintah tidak serius menangani masalah sampah di kota ini.
"
,,"Sudah ada peningkatan dalam pengelolaan sampah di kota ini.
"
,,"Semoga ada peningkatan fasilitas pengelolaan sampah di lingkungan kami.
"
,,"Pemerintah tidak serius menangani masalah sampah di kota ini.
"
,,"Bank sampah adalah langkah yang baik, namun perlu edukasi lanjutan.
"
,,"Saya senang karena sekarang ada bank sampah di sekitar lingkungan saya.
"
,,"Perlu ada regulasi yang jelas untuk pengurangan sampah plastik.
"
,,"Saya senang karena sekarang ada bank sampah di sekitar lingkungan saya.
"
,,"Perlu lebih banyak program edukasi tentang daur ulang di masyarakat.
"
,,"Harapannya pengelolaan sampah bisa lebih baik lagi.
"
,,"Program edukasi tentang pengurangan sampah plastik sangat bermanfaat.
"
,,
,,"Sosialisasi tentang daur ulang sampah perlu ditingkatkan.
"
,,"Perlu lebih banyak program edukasi tentang daur ulang di masyarakat.
"
,,"Banyak tumpukan sampah yang tak diangkut berminggu-minggu.
"
,,"Saya senang karena sekarang ada bank sampah di sekitar lingkungan saya.
"
,,"Semoga pemerintah bisa lebih konsisten dalam mengelola sampah kota.
"
,,"Kampanye pengelolaan sampah sangat bagus untuk masyarakat.
"
,,"Kesadaran masyarakat masih rendah soal buang sampah sembarangan.
"
,,"Tempat sampah kurang, jadi banyak orang buang sampah sembarangan.
"
,,"Tempat sampah kurang, jadi banyak orang buang sampah sembarangan.
"
,,"Saya senang karena sekarang ada bank sampah di sekitar lingkungan saya.
"
,,"Banyak tumpukan sampah yang tak diangkut berminggu-minggu.
"
,,"Sudah ada peningkatan dalam pengelolaan sampah di kota ini.
"
,,"Program pengelolaan sampah di Makassar sudah bagus, sangat membantu.
"
,,"Semoga ada peningkatan fasilitas pengelolaan sampah di lingkungan kami.
"
,,"Pengelolaan sampah di Makassar masih bisa ditingkatkan lagi.
"
,,"Pengelolaan sampah di Makassar masih bisa ditingkatkan lagi.
"
,,"Masih banyak sampah yang berserakan di pinggir jalan, sangat mengganggu.
"
,,"Harapannya pengelolaan sampah bisa lebih baik lagi di daerah saya
"
,,"Pengelolaan sampah di Makassar masih bisa ditingkatkan lagi.
"
,,"Tempat sampah kurang, jadi banyak orang buang sampah sembarangan.
"
,,"Terlalu banyak sampah plastik yang tidak dikelola dengan baik.
"
,,"Pemerintah tidak serius menangani masalah sampah di kota ini.
"
,,"Kampanye pengelolaan sampah sangat bagus untuk masyarakat.
"
,,"Sosialisasi tentang daur ulang sampah perlu ditingkatkan.
"
,,"Banyak tumpukan sampah yang tak diangkut berminggu-minggu.
"
,,"Kampanye pengelolaan sampah sangat bagus untuk masyarakat.
"
,,"Kampanye pengelolaan sampah sangat bagus untuk masyarakat.
"
,,"Semoga pemerintah bisa lebih konsisten dalam mengelola sampah kota.
"
,,"Masalah sampah di sungai masih belum teratasi, perlu tindakan nyata.
"
,,"Semoga pemerintah bisa lebih konsisten dalam mengelola sampah kota.
"
,,"Kerjasama warga dalam membersihkan lingkungan semakin kuat.
"
,,"Program baru pengelolaan sampah ini cukup efektif.
"
,,Di lingkungan tempat saya sampah cukup banyak tetapi masih terkendali dengan adanya petugas pengankut sampah
,,"Sudah ada peningkatan dalam pengelolaan sampah di kota ini.
"
,,"Tidak ada perubahan dalam pengelolaan sampah, tetap saja bermasalah.
"
,,"Masih perlu lebih banyak program lingkungan di berbagai wilayah.
"
,,"Proses pengangkutan sampah sering terlambat, bikin bau tidak sedap.
"
,,"Perlu lebih banyak program edukasi tentang daur ulang di masyarakat.
"
,,"Tempat sampah sudah mulai banyak, ini sangat memudahkan masyarakat.
"
,,"Perlu ada regulasi yang jelas untuk pengurangan sampah plastik.
"
,,"Tempat sampah sudah mulai banyak, ini sangat memudahkan masyarakat.
"
,,"Tempat sampah sudah mulai banyak, ini sangat memudahkan masyarakat.
"
,,"Terlalu banyak sampah plastik yang tidak dikelola dengan baik.
"
,,"Sudah ada peningkatan dalam pengelolaan sampah di kota ini.
"
,,"Proses pengangkutan sampah sering terlambat, bikin bau tidak sedap.
"
,,"Tempat sampah kurang, jadi banyak orang buang sampah sembarangan.
"
,,"Harapannya pengelolaan sampah bisa lebih baik lagi.
"
,,"Sudah ada peningkatan dalam pengelolaan sampah di kota ini.
"
,,"Banyak tumpukan sampah yang tak diangkut berminggu-minggu.
"
,,"Kampanye pengelolaan sampah sangat bagus untuk masyarakat.
"
,,"Kampanye pengelolaan sampah sangat bagus untuk masyarakat.
"
,,"Kampanye pengelolaan sampah sangat bagus untuk masyarakat.
"
,,"Banyak tumpukan sampah yang tak diangkut berminggu-minggu.
"
,,"Perlu ada regulasi yang jelas untuk pengurangan sampah plastik.
"
,,"Harapannya pengelolaan sampah bisa lebih baik lagi.
"
,,"Banyak tumpukan sampah yang tak diangkut berminggu-minggu.
"
,,"Proses pengangkutan sampah sering terlambat, bikin bau tidak sedap.
"
,,"Kesadaran masyarakat masih rendah soal buang sampah sembarangan.
"
,,"Harapannya pengelolaan sampah bisa lebih baik lagi.
"
,,"Pengurangan sampah plastik mulai terlihat hasilnya.
"
,,"Masalah sampah di sungai masih belum teratasi, perlu tindakan nyata.
"
,,"Terlalu banyak sampah plastik yang tidak dikelola dengan baik.
"
,,"Pengelolaan sampah di Makassar masih bisa ditingkatkan lagi.
"
,,"Masalah sampah di sungai masih belum teratasi, perlu tindakan nyata.
"
,,"Pemerintah tidak serius menangani masalah sampah di kota ini.
"
,,"Pengurangan sampah plastik mulai terlihat hasilnya.
"
,,"Harapannya pengelolaan sampah bisa lebih baik lagi.
"
,,"Harapannya pengelolaan sampah bisa lebih baik lagi.
"
,,"Program pengelolaan sampah di Makassar sudah bagus, sangat membantu.
"
,,"Dengan adanya bank sampah, kami merasa lebih terdorong untuk menjaga lingkungan.
"
,,"Tempat sampah kurang, jadi banyak orang buang sampah sembarangan.
"
,,"Tempat sampah kurang, jadi banyak orang buang sampah sembarangan.
"
,,"Harapannya pengelolaan sampah bisa lebih baik lagi.
"
,,"Perlu ada regulasi yang jelas untuk pengurangan sampah plastik.
"
,,"Kerjasama warga dalam membersihkan lingkungan semakin kuat.
"
,,"Kesadaran masyarakat masih rendah soal buang sampah sembarangan.
"
,,"Semoga pemerintah bisa lebih konsisten dalam mengelola sampah kota.
"
,,"Kesadaran masyarakat tentang sampah perlu terus disosialisasikan.
"
,,"Kerjasama warga dalam membersihkan lingkungan semakin kuat.
"
,,"Tempat sampah sudah mulai banyak, ini sangat memudahkan masyarakat.
"
,,"Perlu lebih banyak program edukasi tentang daur ulang di masyarakat.
"
,,"Masih banyak sampah yang berserakan di pinggir jalan, sangat mengganggu.
"
,,"Tempat sampah kurang, jadi banyak orang buang sampah sembarangan.
"
,,"Masalah sampah di sungai masih belum teratasi, perlu tindakan nyata.
"
,,"Program baru pengelolaan sampah ini cukup efektif.
"
,,"Tempat sampah kurang, jadi banyak orang buang sampah sembarangan.
"
,,"Sosialisasi tentang daur ulang sampah perlu ditingkatkan.
"
,,"Semoga ada peningkatan fasilitas pengelolaan sampah di lingkungan kami.
"
,,"Semoga ada peningkatan fasilitas pengelolaan sampah di lingkungan kami.
"
,,"Kesadaran masyarakat tentang sampah perlu terus disosialisasikan.
"
,,"Program baru pengelolaan sampah ini cukup efektif.
"
,,"Pengelolaan sampah di Makassar masih bisa ditingkatkan lagi.
"
,,"Harapannya pengelolaan sampah bisa lebih baik lagi.
"
,,"Pengurangan sampah plastik mulai terlihat hasilnya.
"
,,"Tidak ada perubahan dalam pengelolaan sampah, tetap saja bermasalah.
"
,,"Semoga pemerintah bisa lebih konsisten dalam mengelola sampah kota.
"
